SS,mean_MaxHeight,mean_MeanHeight,mean_PercCanopyCoverCut0.1m,mean_PercCanopyCoverCut0.5m,mean_PercCanopyCoverCut1.0m,mean_PercCanopyCoverCut1.5m,mean_PercCanopyDensity,sd_MaxHeight,sd_MeanHeight,sd_PercCanopyCoverCut0.1m,sd_PercCanopyCoverCut0.5m,sd_PercCanopyCoverCut1.0m,sd_PercCanopyCoverCut1.5m,sd_PercCanopyDensity,cv_MaxHeight,cv_MeanHeight,cv_PercCanopyCoverCut0.1m,cv_PercCanopyCoverCut0.5m,cv_PercCanopyCoverCut1.0m,cv_PercCanopyCoverCut1.5m,cv_PercCanopyDensity,kurtosis_MaxHeight,kurtosis_MeanHeight,kurtosis_PercCanopyCoverCut0.1m,kurtosis_PercCanopyCoverCut0.5m,kurtosis_PercCanopyCoverCut1.0m,kurtosis_PercCanopyCoverCut1.5m,kurtosis_PercCanopyDensity,skewness_MaxHeight,skewness_MeanHeight,skewness_PercCanopyCoverCut0.1m,skewness_PercCanopyCoverCut0.5m,skewness_PercCanopyCoverCut1.0m,skewness_PercCanopyCoverCut1.5m,skewness_PercCanopyDensity,strata_00_to_02_returnProportion,strata_02_to_04_returnProportion,strata_04_to_06_returnProportion,strata_06_to_08_returnProportion,strata_08_to_10_returnProportion,strata_10_to_15_returnProportion,strata_15_to_20_returnProportion,strata_20_above_returnProportion,VPD__0.1m_Grid.1x1m.mean,VPD__0.50cm_Grid.1x1m.mean,VPD__1.2m_Grid.1x1m.mean,VPD__10.11m_Grid.1x1m.mean,VPD__100.150cm_Grid.1x1m.mean,VPD__11.12m_Grid.1x1m.mean,VPD__12.13m_Grid.1x1m.mean,VPD__13.14m_Grid.1x1m.mean,VPD__14.15m_Grid.1x1m.mean,VPD__15.16m_Grid.1x1m.mean,VPD__150.200cm_Grid.1x1m.mean,VPD__16.17m_Grid.1x1m.mean,VPD__17.18m_Grid.1x1m.mean,VPD__18.19m_Grid.1x1m.mean,VPD__19.20m_Grid.1x1m.mean,VPD__2.3m_Grid.1x1m.mean,VPD__3.4m_Grid.1x1m.mean,VPD__4.5m_Grid.1x1m.mean,VPD__5.6m_Grid.1x1m.mean,VPD__50.100cm_Grid.1x1m.mean,VPD__6.7m_Grid.1x1m.mean,VPD__7.8m_Grid.1x1m.mean,VPD__8.9m_Grid.1x1m.mean,VPD__9.10m_Grid.1x1m.mean,VPD__Abv200cm_Grid.1x1m.mean,VPD__Abv20m_Grid.1x1m.mean,VPD__0.1m_Grid.1x1m.sd,VPD__0.50cm_Grid.1x1m.sd,VPD__1.2m_Grid.1x1m.sd,VPD__10.11m_Grid.1x1m.sd,VPD__100.150cm_Grid.1x1m.sd,VPD__11.12m_Grid.1x1m.sd,VPD__12.13m_Grid.1x1m.sd,VPD__13.14m_Grid.1x1m.sd,VPD__14.15m_Grid.1x1m.sd,VPD__15.16m_Grid.1x1m.sd,VPD__150.200cm_Grid.1x1m.sd,VPD__16.17m_Grid.1x1m.sd,VPD__17.18m_Grid.1x1m.sd,VPD__18.19m_Grid.1x1m.sd,VPD__19.20m_Grid.1x1m.sd,VPD__2.3m_Grid.1x1m.sd,VPD__3.4m_Grid.1x1m.sd,VPD__4.5m_Grid.1x1m.sd,VPD__5.6m_Grid.1x1m.sd,VPD__50.100cm_Grid.1x1m.sd,VPD__6.7m_Grid.1x1m.sd,VPD__7.8m_Grid.1x1m.sd,VPD__8.9m_Grid.1x1m.sd,VPD__9.10m_Grid.1x1m.sd,VPD__Abv200cm_Grid.1x1m.sd,VPD__Abv20m_Grid.1x1m.sd
BG_15_57,4.65520135,2.609502749,55.71392031,36.51239863,34.01993236,32.55431301,55.00903283,4.762721151,3.129161566,31.83054653,35.86103942,35.74977179,35.50213289,31.02834264,102.3096703,119.9140935,57.13212489,98.2160602,105.0847821,109.0550825,56.40590471,2.7987473,4.395674867,1.710036705,1.546031501,1.61649536,1.679064184,1.74784607,0.863276682,1.3733247,-0.270796198,0.367269167,0.468858457,0.532893968,-0.284960506,0.619764262,0.107822099,0.086540514,0.069765094,0.052976748,0.049437216,0.013028277,0.000665793,0.567507643,0.527370201,0.05225662,0.019110477,0.022550973,0.013980065,0.009716221,0.006630454,0,0.00433922,0.029705647,0.002915205,0.003625774,0.001206437,0.000941641,0.057593293,0.050228807,0.04544906,0.041091454,0.040137442,0.03684327,0.032921824,0.028769433,0.024207315,0.38023574,0.000665793,0.393117996,0.39076888,0.103711092,0.063123398,0.057198313,0.053948035,0.045170673,0.038030746,0,0.031289599,0.068125629,0.026178068,0.036419538,0.018162255,0.017060189,0.1108661,0.099240665,0.09141719,0.086144988,0.084381826,0.08201368,0.078943195,0.075108433,0.070241232,0.385140856,0.016613678
BG_15_58,6.13845082,3.786265164,67.63603233,48.83484356,45.7536217,43.97057625,66.24647461,5.662547329,4.064637731,29.7125867,37.88511117,38.44938826,38.57811053,28.72617826,92.2471727,107.3521678,43.93011487,77.57803324,84.03572621,87.73619501,43.36257655,2.768615487,3.646031031,2.36762637,1.398533055,1.359422011,1.354951811,2.428870517,0.792647287,1.149819806,-0.764578724,-0.095991644,0.014949282,0.084678369,-0.75728457,0.520753557,0.117585191,0.090935993,0.077228104,0.066423308,0.080463062,0.040971434,0.005639355,0.464721736,0.419985943,0.056031822,0.027359316,0.024781955,0.022452673,0.017422346,0.013228727,0,0.01020008,0.031249867,0.008356439,0.013224487,0.005190983,0.003999446,0.062812235,0.054772957,0.04812498,0.042811013,0.044735794,0.039665851,0.037562253,0.034985273,0.031438035,0.479246445,0.005639355,0.396650452,0.384580107,0.116132401,0.076482952,0.065587877,0.070032852,0.061929082,0.054447833,0,0.048158719,0.074740908,0.044266525,0.067851076,0.03635211,0.032124892,0.124029568,0.112381852,0.101554151,0.092922548,0.093473959,0.088555861,0.086537066,0.084302657,0.080909629,0.400415593,0.052254017
BG_15_59,8.313355721,5.272202955,69.84700889,56.61505415,54.40239814,52.9404194,68.22035041,6.865526175,4.903637848,32.04673592,37.93978102,38.41905537,38.62727257,31.04368802,82.58429454,93.00927695,45.88132896,67.01359134,70.62015037,72.96366935,45.50502575,2.515701878,3.14929984,2.504731344,1.594932642,1.504986947,1.454751285,2.535499926,0.531218879,0.849404277,-0.947996681,-0.455149378,-0.370969729,-0.312356162,-0.924557425,0.422060324,0.103018403,0.086967825,0.085264079,0.082783151,0.116434753,0.080813627,0.022657845,0.373900737,0.339790041,0.048159588,0.036218292,0.020912366,0.031426442,0.026684891,0.022105127,0,0.018424997,0.027247222,0.015796375,0.026112223,0.011051567,0.009428465,0.05462279,0.048395613,0.044629218,0.042338607,0.034110696,0.042201963,0.043062115,0.042676398,0.040106753,0.577939678,0.022657845,0.380126295,0.369389124,0.110242386,0.085262287,0.061473711,0.080169881,0.075009496,0.06865966,0,0.063159429,0.070848439,0.059334345,0.090885703,0.050387039,0.046931837,0.115638234,0.104337044,0.096616256,0.091096724,0.083354994,0.090096191,0.091466437,0.091516002,0.089151542,0.388022204,0.107023394
BG_15_6,6.153396565,3.606046163,63.32838209,44.85896862,41.4640596,39.38738129,63.03481564,5.406995466,3.711626019,30.37400355,34.37282289,34.61003097,34.57364801,29.2400915,87.87009594,102.9278565,47.96270258,76.62419344,83.46995279,87.77848863,46.38720872,2.317862257,3.650678504,2.257605601,1.642330855,1.649549617,1.67778066,2.318136663,0.632320059,1.152896417,-0.602685352,0.085320303,0.205637177,0.283152041,-0.597576193,0.522234498,0.130969411,0.088213183,0.071366829,0.058463832,0.085332878,0.041905231,0.001514145,0.448027865,0.393127974,0.074206634,0.025002992,0.032187278,0.022525374,0.020227415,0.017577097,0,0.013948674,0.042019356,0.010309482,0.012771129,0.003139008,0.001736938,0.074665396,0.056304015,0.046982261,0.041230922,0.054899892,0.037497661,0.033869168,0.030763692,0.02770014,0.477765507,0.001514145,0.367744892,0.352475049,0.146105187,0.081874798,0.087496347,0.080184905,0.077511282,0.07354723,0,0.066034523,0.103276117,0.056561623,0.072178958,0.031458842,0.023369615,0.147631574,0.123254841,0.109149719,0.100766769,0.118247381,0.096159158,0.091457682,0.08812777,0.085089438,0.375934419,0.026839207
BG_15_60,6.526423041,3.973890753,68.20318263,51.78670023,49.0647433,47.29170043,67.36526185,5.578149706,3.914658046,31.60325499,37.21317888,37.54276172,37.62006764,30.86888915,85.47024413,98.50945308,46.3369212,71.85856352,76.51678007,79.54898491,45.82315619,3.020155281,4.149101719,2.442538269,1.493819227,1.431715867,1.40617141,2.484694638,0.714828654,1.137738516,-0.866975347,-0.253792151,-0.153795095,-0.085844988,-0.860180398,0.46916948,0.128522212,0.107093671,0.091857536,0.073651665,0.086241054,0.035496873,0.007967515,0.411414649,0.371191489,0.057754832,0.028973591,0.02469897,0.023804307,0.018993968,0.014469189,0,0.010651993,0.033055862,0.007590145,0.009887394,0.003881832,0.003485511,0.067489713,0.061032499,0.055788004,0.051305668,0.040223161,0.047716796,0.044140739,0.039353279,0.034298386,0.530830523,0.007967515,0.37670333,0.365882211,0.120485163,0.079184127,0.067650405,0.072449385,0.065938233,0.058052868,0,0.050055897,0.078787569,0.042739079,0.057245095,0.030470315,0.029463082,0.126929769,0.115175838,0.106958893,0.101403716,0.091984556,0.098755012,0.096726399,0.090947829,0.085427478,0.382665102,0.063459455
BG_15_61,13.47007555,6.865566356,72.28457445,56.27293263,53.48393175,51.48042576,70.92034028,56.99027699,25.97343372,24.73215266,32.50221286,33.43399221,33.93767081,23.76912436,423.0880278,378.31451,34.21497996,57.75816425,62.51221837,65.92344625,33.51524297,97.91368007,164.1626596,3.129667034,1.841775721,1.70927942,1.631975705,3.192930674,9.791184279,12.05680906,-1.006456646,-0.438837027,-0.341122772,-0.267860467,-0.986913329,0.440268255,0.146648817,0.099391559,0.081538981,0.071292938,0.098787397,0.054474168,0.007597888,0.369918402,0.327541932,0.070349853,0.030586125,0.028903819,0.026781156,0.022671559,0.018748558,0,0.014711051,0.041446034,0.011408163,0.016447734,0.006480081,0.005427139,0.082073993,0.064574824,0.053215455,0.046176105,0.042376471,0.04205519,0.039483791,0.037097172,0.034195767,0.559731748,0.007597888,0.333113009,0.313769886,0.114768676,0.075872083,0.061464934,0.072505507,0.067330546,0.062241565,0,0.055459048,0.076295179,0.048848423,0.071269015,0.037799092,0.035597135,0.126842631,0.106707221,0.093629447,0.086431338,0.078531944,0.082860976,0.081618933,0.080560034,0.078789438,0.353226986,0.058147816
BG_15_62,9.252283092,5.577145575,76.0397468,62.31878952,59.69262092,57.72227884,74.35027155,6.281293426,4.561805612,23.92880428,31.36244079,32.5471432,33.28930577,22.97121609,67.88911843,81.79463044,31.46881109,50.32581832,54.5245672,57.67150299,30.89594108,2.276674705,2.721188657,3.880276355,2.240915655,2.030177347,1.896816987,3.913766321,0.4353894,0.73346105,-1.287860417,-0.717595572,-0.617359296,-0.541843509,-1.247220524,0.380681866,0.13511326,0.100996067,0.087269918,0.077327101,0.112732479,0.082315448,0.023563865,0.314379946,0.275309357,0.066301921,0.033830857,0.027686766,0.030137129,0.026352823,0.022411671,0,0.018740368,0.038615155,0.015495279,0.024704957,0.01171443,0.011660415,0.074443099,0.060670161,0.052910044,0.048086023,0.039070589,0.044950069,0.042319849,0.040057006,0.037270095,0.619318136,0.023563865,0.313788521,0.291108906,0.114191526,0.078490639,0.061498027,0.075049198,0.07103275,0.065813342,0,0.060663447,0.07424461,0.055647164,0.084611404,0.050441271,0.052151533,0.120858334,0.103622373,0.093524456,0.087865621,0.076757721,0.085287338,0.083500475,0.082804713,0.081229218,0.340625421,0.105363944
BG_15_63,8.390527597,5.00264212,72.36849948,56.44518004,54.00536165,52.34385784,70.94891292,6.200743325,4.48735801,25.76163016,33.65688097,34.52989275,34.97158244,24.731721,73.90170945,89.69976069,35.59785037,59.62755534,63.93789744,66.81124374,34.85849181,2.446216238,2.921651611,3.053993583,1.77811788,1.663994865,1.597917194,3.144083341,0.543302383,0.867582384,-1.01918744,-0.445678472,-0.362608385,-0.302369635,-1.010342365,0.429903587,0.126585603,0.095271354,0.083671992,0.073733313,0.105130434,0.067703099,0.01800062,0.369920759,0.332152003,0.059982829,0.03259022,0.024372138,0.028698445,0.024255525,0.019586244,0,0.015647718,0.035610691,0.012786487,0.021241342,0.009409491,0.008618061,0.069947641,0.056637962,0.049648059,0.045623296,0.037768757,0.043090529,0.040581464,0.03823421,0.035499103,0.570096415,0.01800062,0.342172482,0.324464433,0.109354482,0.078292918,0.057619816,0.074348616,0.069134122,0.062612283,0,0.056412456,0.0734133,0.051157253,0.080409164,0.045110614,0.04412418,0.120722795,0.102883966,0.092694745,0.08736381,0.075173238,0.085007531,0.083092589,0.08178836,0.080182504,0.359810399,0.092727121
BG_15_64,10.77914201,6.695955621,77.91943949,65.58150364,63.70144403,62.51625001,75.86745714,6.424477088,4.782161914,24.5110378,32.237208,33.18067003,33.6665774,23.44618969,59.60100612,71.41866202,31.45689697,49.15594521,52.08778315,53.85252218,30.90414596,2.281248171,2.367176312,4.350112849,2.484805744,2.298467546,2.190073254,4.383366665,0.074230119,0.388258831,-1.474916291,-0.907085725,-0.831095159,-0.781308884,-1.426180122,0.328688431,0.091756703,0.08819492,0.09567374,0.099915033,0.156776811,0.108629814,0.030364551,0.288217612,0.259529398,0.04047082,0.047659033,0.01719015,0.042692487,0.036324939,0.030100352,0,0.024970392,0.02328067,0.020931604,0.03423173,0.014850226,0.013645863,0.047644804,0.044111899,0.043649315,0.044545605,0.028688214,0.046685563,0.048988177,0.050260962,0.049654071,0.671311571,0.030364551,0.319101037,0.30240342,0.09035136,0.091889782,0.049098247,0.088319743,0.08250025,0.076012851,0,0.07049146,0.058574695,0.065065968,0.099446851,0.055318083,0.054075795,0.098312231,0.089369045,0.085264124,0.084034895,0.06710394,0.085313571,0.087881206,0.090149217,0.091444668,0.334844887,0.118784797
BG_15_65,8.285595746,4.999181394,69.41637287,55.26321092,53.09388289,51.72077387,68.07026393,6.438253452,4.581615948,29.92501185,36.40193118,37.02926895,37.27442632,28.88369463,77.70417059,91.64732357,43.10944321,65.87009798,69.74300414,72.06857812,42.43217664,2.435534815,3.004453638,2.527309754,1.602021197,1.516628352,1.473490451,2.604611936,0.491506722,0.848770938,-0.905147113,-0.399022654,-0.320958642,-0.269049993,-0.908901007,0.43368191,0.111405405,0.09496447,0.086057115,0.079726668,0.110445659,0.064016977,0.0197018,0.383925935,0.349268822,0.049755976,0.03499494,0.020646806,0.030228311,0.025134703,0.020087704,0,0.016218807,0.02910917,0.013029084,0.019367359,0.007912058,0.007489669,0.058969954,0.052435451,0.049028468,0.045936002,0.034657113,0.043658773,0.042398342,0.041023411,0.038703257,0.566318091,0.0197018,0.368934592,0.355915098,0.099650718,0.080656359,0.052980836,0.07556166,0.069923273,0.063048897,0,0.057813646,0.066944494,0.052772665,0.076186518,0.040303117,0.03982596,0.112549695,0.100406669,0.093052754,0.08784609,0.074844582,0.084627113,0.084007343,0.08410528,0.08359114,0.377731124,0.099327418
BG_15_66,6.397917916,3.650144264,64.89519318,48.99830279,46.43135347,44.82030529,63.75117837,4.861614637,3.299658306,29.74738763,35.61928703,36.18529058,36.35244772,28.73500891,75.98744937,90.39802449,45.83912332,72.69494043,77.93287913,81.10709528,45.07369063,1.890265977,2.497335211,2.211759385,1.494488308,1.441318807,1.423672132,2.277834475,0.237681971,0.679832994,-0.68279787,-0.154513116,-0.065218658,-0.005661008,-0.686568799,0.492585898,0.121088288,0.104135424,0.095257087,0.086670864,0.088395512,0.011641227,0.000225703,0.435740213,0.394792532,0.056845685,0.034566351,0.024226949,0.025960417,0.017396519,0.010472225,0,0.00578322,0.032618737,0.002957511,0.002182888,0.000461204,0.000256403,0.06400107,0.057087218,0.053593431,0.050541993,0.040947682,0.048329705,0.046927382,0.045151695,0.041519169,0.507414104,0.000225703,0.374820557,0.360760124,0.107054116,0.081250695,0.058823233,0.070948665,0.058373408,0.045572919,0,0.034208809,0.070554471,0.02470031,0.025597454,0.010219789,0.007443081,0.114291602,0.101906858,0.094727036,0.090212288,0.084089708,0.088064938,0.088777335,0.089274195,0.087968514,0.381014336,0.009306934
BG_15_67,5.839088909,3.367220394,62.34250494,45.93671916,43.56426151,42.0022551,61.31704563,4.941725001,3.338252556,31.43876028,36.81331781,37.01588066,36.99258573,30.49720949,84.63178209,99.13971065,50.42909378,80.13919689,84.96845665,88.07285621,49.73691928,2.41847073,3.400267983,1.984844876,1.412081566,1.394525926,1.39789933,2.038816665,0.49690932,0.951463399,-0.572295047,-0.03606967,0.05165275,0.112094309,-0.576930665,0.519821528,0.119074565,0.104149226,0.092547864,0.078123514,0.071148904,0.013223038,0.001911365,0.464728481,0.427369875,0.055093047,0.029284112,0.023292383,0.020780099,0.013346521,0.007738173,0,0.004247156,0.031800665,0.002561658,0.003590816,0.001529865,0.001293544,0.062631631,0.056442934,0.0536687,0.050480526,0.037358606,0.047668158,0.044879706,0.041643224,0.03648029,0.480178474,0.001911365,0.387542128,0.379915457,0.106321361,0.07677904,0.058030398,0.064885489,0.05251356,0.040161773,0,0.029628802,0.069612662,0.023170659,0.035061119,0.019246832,0.017716446,0.113369083,0.102077654,0.096599818,0.092414224,0.080690787,0.09031595,0.089565928,0.088389736,0.08452535,0.388274275,0.030264412
BG_15_68,9.632124717,6.237672345,70.92725294,58.56054931,56.62049773,55.38689739,68.94917595,7.78007683,5.534993758,32.60750586,38.89032553,39.40198669,39.59286082,31.51317467,80.77217705,88.73492309,45.973169,66.41045206,69.58961555,71.48416446,45.704933,1.843152305,2.176315408,2.606796827,1.623418984,1.52809679,1.476968874,2.633075734,0.270423305,0.513289347,-1.036073575,-0.555013556,-0.480752428,-0.432373222,-1.012650066,0.402083226,0.081506211,0.073583698,0.078855823,0.077352415,0.114375743,0.130485568,0.04175732,0.361363797,0.331535334,0.040719429,0.034612138,0.017899955,0.030565509,0.026209841,0.022988255,0,0.02149586,0.022819475,0.02202453,0.045558644,0.021983667,0.019422868,0.043863453,0.037642758,0.03645974,0.037123958,0.029828463,0.038807549,0.040048274,0.039932583,0.037419832,0.597916775,0.04175732,0.388194488,0.378674305,0.100411096,0.08206026,0.055601382,0.077621829,0.071947527,0.067206632,0,0.064890169,0.064386938,0.066221615,0.114468183,0.066936906,0.063170871,0.10284867,0.089514264,0.085107204,0.083856525,0.075577253,0.085340613,0.086900166,0.087595654,0.084525896,0.394045754,0.138670362
BG_15_69,8.043749205,5.165826085,68.65858018,55.17290836,52.7723943,51.05995951,67.14526537,7.455989162,5.299264932,33.23154215,39.23594446,39.68708691,39.8302768,32.28004038,92.69295912,102.5831076,48.40114967,71.11451186,75.20425677,78.0068711,48.07493158,2.425806372,2.943530173,2.268746209,1.465697643,1.384895316,1.341941416,2.304622376,0.709169558,0.931589879,-0.878007001,-0.391329416,-0.299325569,-0.230842038,-0.868394004,0.454377982,0.111440728,0.088048374,0.07350072,0.060362307,0.082371456,0.098791936,0.031106502,0.401268172,0.36535794,0.05310981,0.024794316,0.02318178,0.02139912,0.018797059,0.017380961,0,0.017107868,0.02992803,0.017675506,0.034950843,0.015740335,0.013317385,0.059455254,0.051985474,0.0465678,0.041480574,0.035910232,0.038185828,0.035314891,0.032031721,0.028330586,0.54562202,0.031106502,0.397651684,0.387997956,0.117882429,0.072307039,0.064740832,0.067029161,0.062633477,0.059870171,0,0.059567178,0.074953974,0.061003731,0.103332666,0.058319542,0.053839892,0.122700523,0.109593541,0.101370287,0.093648491,0.083299197,0.090239508,0.086906332,0.082371069,0.07718841,0.40292516,0.123165861
BG_15_7,5.084021606,2.961350822,59.38974367,39.30284177,35.75551336,33.58670404,59.28807253,5.228760035,3.506091916,30.96567622,34.09670367,33.96495997,33.67305528,30.16082244,102.8469279,118.3950206,52.13977079,86.7537871,94.99223135,100.2570995,50.87165286,2.997795581,4.768386947,2.02069336,1.731100175,1.816048095,1.902718038,2.069043269,1.020374319,1.525948784,-0.411710168,0.314330597,0.447208027,0.536356099,-0.416305953,0.587151749,0.139065916,0.079880411,0.054029349,0.040306639,0.059829084,0.038880812,0.000856046,0.506846771,0.448050055,0.08030498,0.016752056,0.034223741,0.015289243,0.014337418,0.013450368,0,0.011895157,0.046081239,0.009864935,0.012849332,0.002837773,0.001433615,0.080987817,0.0580781,0.0445946,0.035285811,0.058796716,0.029071003,0.024958346,0.02168545,0.018621189,0.412848256,0.000856046,0.376942389,0.367409712,0.155469734,0.067542616,0.093289184,0.065699813,0.064890568,0.06373688,0,0.060266939,0.111823196,0.055324159,0.072371531,0.029468925,0.020689501,0.158155495,0.129501961,0.110708845,0.096669667,0.125351975,0.087243636,0.08116118,0.076357018,0.070531095,0.375804857,0.018821807
BG_15_70,6.436652966,3.977775609,71.92224731,57.11109856,54.01530877,51.73792268,70.54189276,5.04074099,3.715365061,28.71412295,35.50726245,36.33754915,36.74201318,27.88809599,78.31307694,93.40308319,39.92384001,62.17226309,67.27268617,71.01563279,39.53409087,3.340557329,3.95001022,2.949047523,1.718930046,1.572232582,1.491969135,3.000557982,0.79721955,1.11807582,-1.070780077,-0.485782204,-0.362609116,-0.270792266,-1.060030768,0.443650823,0.156954944,0.119380779,0.096499431,0.075343153,0.075522745,0.02789907,0.004749059,0.371784246,0.32726866,0.071866577,0.02733879,0.030484179,0.02104972,0.015790343,0.011343893,0,0.007854582,0.041382398,0.005657951,0.008116263,0.003347412,0.002922862,0.083532227,0.073422717,0.063998233,0.055382546,0.044515586,0.05032346,0.046175971,0.041074467,0.034268686,0.556349179,0.004749059,0.361815239,0.344131635,0.12752205,0.078071541,0.06988535,0.069133941,0.060538837,0.051833453,0,0.042830061,0.082213108,0.036004518,0.051700711,0.027536615,0.026383712,0.135782653,0.122610467,0.11264317,0.104065635,0.08910567,0.101028687,0.0989601,0.094344332,0.086742222,0.377247855,0.047609444
BG_15_71,6.875933475,4.023826344,68.77280912,50.70107393,47.34825655,45.08249451,67.89678066,6.36799694,4.387782975,28.1738145,34.82653094,35.45636107,35.65847622,27.47931499,92.61283523,109.0450382,40.9665024,68.68992754,74.88419564,79.09605848,40.47219135,3.749308584,4.95021794,2.600406826,1.582222546,1.501321783,1.471709038,2.649299056,1.130565203,1.496257723,-0.848887867,-0.218934418,-0.099230756,-0.013887962,-0.843770738,0.508669466,0.142891831,0.097641625,0.070573584,0.050513342,0.060462622,0.044715442,0.024532093,0.434755754,0.384069733,0.073913714,0.019340468,0.032166861,0.016007513,0.013664637,0.011450005,0,0.009726437,0.041746853,0.008386039,0.013876233,0.00651767,0.006209063,0.079416019,0.063475813,0.05285712,0.044784506,0.050686021,0.037978438,0.032595146,0.027522352,0.022990989,0.491330537,0.024532093,0.363303492,0.34794237,0.125927754,0.06260234,0.071572127,0.056876613,0.053145538,0.049202946,0,0.04614778,0.081623341,0.043837194,0.067404495,0.040815029,0.040464847,0.129352363,0.111351756,0.099566985,0.091509047,0.095293422,0.084522113,0.07924425,0.073202183,0.067412111,0.371346742,0.115375222
BG_15_72,9.292934031,5.776501366,72.32131003,55.86311683,53.04373728,51.25154635,70.86310611,7.629977922,5.436034743,27.83495725,35.6848338,36.55860016,36.89290359,26.90754407,82.10515534,94.10600636,38.4879052,63.87905979,68.92161458,71.98398139,37.97116094,1.873152313,2.3738767,3.027859987,1.675873501,1.55467596,1.494300067,3.082309765,0.413729562,0.72142917,-1.068391779,-0.439388972,-0.340260178,-0.27345016,-1.050258911,0.444869876,0.105075004,0.078202097,0.062290444,0.055897355,0.092952421,0.114513882,0.046198926,0.389301898,0.346806125,0.055567979,0.025641288,0.025054886,0.023692274,0.022425987,0.021192872,0,0.020201328,0.030513093,0.019193989,0.03689354,0.019035846,0.01918918,0.057312572,0.047762432,0.041738334,0.036463763,0.042495773,0.032431062,0.029859381,0.028473208,0.027424147,0.555130126,0.046198926,0.368477529,0.351271094,0.115038217,0.071126413,0.066099322,0.067958043,0.066921028,0.065856861,0,0.065032247,0.072433431,0.06410616,0.104639285,0.065015559,0.066862352,0.113456539,0.100314044,0.091154512,0.082911078,0.090347873,0.076839264,0.073670432,0.072924175,0.073032744,0.378876401,0.14814406
BG_15_73,6.008990235,3.547989226,64.10969442,43.96662085,41.24660287,39.6414306,63.36083935,6.200373834,4.358836967,29.71481501,35.76462557,36.05374087,36.04924438,28.99510642,103.1849544,122.8537261,46.34995577,81.34494959,87.4102068,90.93830328,45.76187234,4.151719347,5.414766948,2.131365739,1.48537976,1.488219647,1.506856018,2.187934311,1.333104351,1.697721137,-0.588658403,0.091744319,0.187100484,0.249709255,-0.600740677,0.555736249,0.137059898,0.092057615,0.061357645,0.043023158,0.046663636,0.040605149,0.023496655,0.495351816,0.45213885,0.060384433,0.016392717,0.024213446,0.012407942,0.009824989,0.008037988,0,0.006928886,0.036170987,0.006399506,0.013156413,0.00693518,0.007185163,0.075246716,0.061813182,0.050762093,0.041295522,0.043212967,0.033634391,0.027723255,0.023316539,0.019706619,0.444263754,0.023496655,0.375678384,0.366494445,0.11407804,0.062355072,0.06066551,0.052103166,0.046215998,0.041958977,0,0.039038942,0.078801374,0.037756825,0.064893413,0.039527483,0.040634945,0.132814757,0.116718321,0.102863682,0.091252961,0.08466869,0.081880813,0.074817172,0.070100692,0.066627552,0.377316577,0.111248726
BG_15_74,8.185817746,5.157934723,68.56766487,54.55216817,52.62729934,51.40592543,66.7292584,6.448656455,4.671051738,30.50198702,36.80840088,37.38242434,37.65134049,29.23134874,78.77840253,90.5605051,44.48450604,67.47376339,71.03238208,73.24319166,43.8058948,2.051116237,2.487580864,2.441833083,1.565182281,1.489579083,1.448952875,2.51705291,0.360449243,0.674327979,-0.868035245,-0.374638249,-0.302709888,-0.254390642,-0.861973299,0.427944886,0.105727677,0.085412493,0.079948831,0.080522519,0.127452377,0.080077985,0.012913236,0.382464219,0.350992298,0.045480667,0.038288857,0.018649688,0.034096172,0.029876211,0.025191137,0,0.020586674,0.02683098,0.016589517,0.025056718,0.009859888,0.007985188,0.055970683,0.049756994,0.044596589,0.040815904,0.031471921,0.039818024,0.040130808,0.040616712,0.039905807,0.572055117,0.012913236,0.373432855,0.361561954,0.101472639,0.088308821,0.054691331,0.082590947,0.077979145,0.072145476,0,0.066031369,0.068530478,0.060132309,0.08976013,0.04837665,0.044194792,0.115413875,0.103717165,0.094027545,0.086927463,0.075261877,0.085167635,0.085624429,0.087133252,0.088137075,0.383327337,0.077818356
BG_15_75,6.602803137,3.93265174,67.67545311,52.72888667,50.29860977,48.73124768,66.33028349,4.94462497,3.484018629,30.4435615,36.19490538,36.76169292,36.96869773,29.42089192,74.88675443,88.59209662,44.98464377,68.64340908,73.08689662,75.86240757,44.35514273,2.051368364,2.685371209,2.348579306,1.544456229,1.471023253,1.437907874,2.40722942,0.295727446,0.728845314,-0.806993294,-0.293440765,-0.204684775,-0.144141584,-0.801649081,0.459129013,0.129597279,0.11273382,0.099878347,0.083613238,0.093161083,0.021583353,0.000303873,0.402758436,0.364485406,0.056370578,0.033136799,0.023286672,0.02616368,0.019952737,0.013907867,0,0.009127983,0.033083906,0.005576926,0.005130605,0.00113952,0.00060832,0.067803694,0.061793586,0.058265791,0.054468029,0.03827303,0.051550616,0.048327732,0.04431449,0.039298748,0.54087099,0.000303873,0.371255943,0.358305483,0.109297516,0.082366114,0.059449079,0.073005841,0.06469572,0.054405276,0,0.04489051,0.073876903,0.035771166,0.042050022,0.017405261,0.012780831,0.1222851,0.111228322,0.1042807,0.099135376,0.083140144,0.096457107,0.094494613,0.091814227,0.088450331,0.379095218,0.010207565
